_id,Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
306,2001,Brisbane,Minor injury,Unknown,Unknown,Vehicle Occupant,Restrained,1
307,2001,Brisbane,Minor injury,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,2
308,2001,Central,Fatality,0 to 16,Female,Vehicle Occupant,Restrained,1
309,2001,Central,Fatality,30 to 39,Female,Vehicle Occupant,Restrained,2
310,2001,Central,Fatality,30 to 39,Female,Vehicle Occupant,Unrestrained,1
311,2001,Central,Fatality,40 to 49,Female,Vehicle Occupant,Restrained,1
312,2001,Central,Fatality,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
313,2001,Central,Fatality,50 to 59,Female,Vehicle Occupant,Restrained,1
314,2001,Central,Fatality,60 to 74,Female,Vehicle Occupant,Restrained,1
315,2001,Central,Fatality,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
316,2001,Central,Fatality,60 to 74,Female,Vehicle Occupant,Unrestrained,1
317,2001,Central,Fatality,0 to 16,Male,Bicyclist,Helmet Worn,1
318,2001,Central,Fatality,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
319,2001,Central,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,1
320,2001,Central,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,5
321,2001,Central,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,2
322,2001,Central,Fatality,17 to 24,Male,Vehicle Occupant,Unrestrained,1
323,2001,Central,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,1
324,2001,Central,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,2
325,2001,Central,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
326,2001,Central,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,2
327,2001,Central,Fatality,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
328,2001,Central,Fatality,30 to 39,Male,Vehicle Occupant,Unrestrained,3
329,2001,Central,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,1
330,2001,Central,Fatality,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,2
331,2001,Central,Fatality,40 to 49,Male,Vehicle Occupant,Unrestrained,2
332,2001,Central,Fatality,50 to 59,Male,Vehicle Occupant,Restrained,2
333,2001,Central,Fatality,60 to 74,Male,Motorcyclist,Helmet Worn,1
334,2001,Central,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,1
335,2001,Central,Fatality,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
336,2001,Central,Fatality,60 to 74,Male,Vehicle Occupant,Unrestrained,1
337,2001,Central,Fatality,75 and over,Male,Vehicle Occupant,Unrestrained,1
338,2001,Central,Hospitalised,0 to 16,Female,Bicyclist,Helmet Worn,2
339,2001,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,14
340,2001,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,3
341,2001,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,6
342,2001,Central,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,1
343,2001,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,47
344,2001,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,5
345,2001,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,2
346,2001,Central,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,11
347,2001,Central,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
348,2001,Central,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,24
349,2001,Central,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,3
350,2001,Central,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,3
351,2001,Central,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,1
352,2001,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,21
353,2001,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
354,2001,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,2
355,2001,Central,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,1
356,2001,Central,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,20
357,2001,Central,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
358,2001,Central,Hospitalised,50 to 59,Female,Vehicle Occupant,Unrestrained,1
359,2001,Central,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,14
360,2001,Central,Hospitalised,60 to 74,Female,Vehicle Occupant,Unrestrained,1
361,2001,Central,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,10
362,2001,Central,Hospitalised,Unknown,Female,Vehicle Occupant,Unrestrained,1
363,2001,Central,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,1
364,2001,Central,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,8
365,2001,Central,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,1
366,2001,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,9
367,2001,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,4
368,2001,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,5
369,2001,Central,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,3
370,2001,Central,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
371,2001,Central,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,7
372,2001,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,57
373,2001,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,18
374,2001,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,7
375,2001,Central,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
376,2001,Central,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,5
377,2001,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,16
378,2001,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,14
379,2001,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,3
380,2001,Central,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,14
381,2001,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,21
382,2001,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,7
383,2001,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,5
384,2001,Central,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,1
385,2001,Central,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,6
386,2001,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,21
387,2001,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,8
388,2001,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,4
389,2001,Central,Hospitalised,50 to 59,Male,Bicyclist,Helmet Not Worn,1
390,2001,Central,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,1
391,2001,Central,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,8
392,2001,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,20
393,2001,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,6
394,2001,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,2
395,2001,Central,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,2
396,2001,Central,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,1
397,2001,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,13
398,2001,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,2
399,2001,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Unrestrained,1
400,2001,Central,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,9
401,2001,Central,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
402,2001,Central,Hospitalised,Unknown,Male,Vehicle Occupant,Restrained,1
403,2001,Central,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,4
404,2001,Central,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,33
405,2001,Central,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,4
406,2001,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,82
407,2001,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,9
408,2001,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,7
409,2001,Central,Medically treated,25 to 29,Female,Bicyclist,Helmet Not Worn,1
410,2001,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,26
411,2001,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
412,2001,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,1
413,2001,Central,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,1
414,2001,Central,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,2
415,2001,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Not applicable,1
416,2001,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,53
417,2001,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,2
418,2001,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,2
419,2001,Central,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,2
420,2001,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,29
421,2001,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
422,2001,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,2
423,2001,Central,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,1
424,2001,Central,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,27
425,2001,Central,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
426,2001,Central,Medically treated,60 to 74,Female,Motorcyclist,Helmet Worn,1
427,2001,Central,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,20
428,2001,Central,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
429,2001,Central,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,5
430,2001,Central,Medically treated,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
431,2001,Central,Medically treated,75 and over,Female,Vehicle Occupant,Unrestrained,1
432,2001,Central,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,1
433,2001,Central,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,1
434,2001,Central,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,13
435,2001,Central,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,1
436,2001,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,32
437,2001,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
438,2001,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,13
439,2001,Central,Medically treated,17 to 24,Male,Bicyclist,Helmet Not Worn,2
440,2001,Central,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,1
441,2001,Central,Medically treated,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
442,2001,Central,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,12
443,2001,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,73
444,2001,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,6
445,2001,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,8
446,2001,Central,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,2
447,2001,Central,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,9
448,2001,Central,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,18
449,2001,Central,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,2
450,2001,Central,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,3
451,2001,Central,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,8
452,2001,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Not applicable,1
453,2001,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,31
454,2001,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,6
455,2001,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,3
456,2001,Central,Medically treated,40 to 49,Male,Bicyclist,Helmet Use Not determined,1
457,2001,Central,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,5
458,2001,Central,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,8
459,2001,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Not applicable,2
460,2001,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,17
461,2001,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,3
462,2001,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Unrestrained,3
463,2001,Central,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,1
464,2001,Central,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,4
465,2001,Central,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,9
466,2001,Central,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,1
467,2001,Central,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,10
468,2001,Central,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
469,2001,Central,Medically treated,60 to 74,Male,Vehicle Occupant,Unrestrained,1
470,2001,Central,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,6
471,2001,Central,Medically treated,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
472,2001,Central,Medically treated,Unknown,Unknown,Motorcyclist,Helmet Use Not determined,1
473,2001,Central,Minor injury,0 to 16,Female,Bicyclist,Helmet Use Not determined,1
474,2001,Central,Minor injury,0 to 16,Female,Bicyclist,Helmet Worn,2
475,2001,Central,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,7
476,2001,Central,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
477,2001,Central,Minor injury,17 to 24,Female,Bicyclist,Helmet Not Worn,1
478,2001,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,31
479,2001,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,2
480,2001,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Unrestrained,1
481,2001,Central,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,13
482,2001,Central,Minor injury,30 to 39,Female,Motorcyclist,Helmet Worn,2
483,2001,Central,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,19
484,2001,Central,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,3
485,2001,Central,Minor injury,30 to 39,Female,Vehicle Occupant,Unrestrained,1
486,2001,Central,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,21
487,2001,Central,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
488,2001,Central,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,22
489,2001,Central,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
490,2001,Central,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,4
491,2001,Central,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
492,2001,Central,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,6
493,2001,Central,Minor injury,0 to 16,Male,Bicyclist,Helmet Not Worn,2
494,2001,Central,Minor injury,0 to 16,Male,Bicyclist,Helmet Use Not determined,3
495,2001,Central,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,5
496,2001,Central,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,15
497,2001,Central,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
498,2001,Central,Minor injury,17 to 24,Male,Bicyclist,Helmet Not Worn,1
499,2001,Central,Minor injury,17 to 24,Male,Bicyclist,Helmet Worn,1
500,2001,Central,Minor injury,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
501,2001,Central,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,6
502,2001,Central,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,38
503,2001,Central,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,7
504,2001,Central,Minor injury,17 to 24,Male,Vehicle Occupant,Unrestrained,3
505,2001,Central,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,17
506,2001,Central,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,2
507,2001,Central,Minor injury,25 to 29,Male,Vehicle Occupant,Unrestrained,2
508,2001,Central,Minor injury,30 to 39,Male,Bicyclist,Helmet Worn,1
509,2001,Central,Minor injury,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
510,2001,Central,Minor injury,30 to 39,Male,Motorcyclist,Helmet Worn,4
511,2001,Central,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,23
512,2001,Central,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,2
513,2001,Central,Minor injury,30 to 39,Male,Vehicle Occupant,Unrestrained,3
514,2001,Central,Minor injury,40 to 49,Male,Bicyclist,Helmet Use Not determined,2
515,2001,Central,Minor injury,40 to 49,Male,Bicyclist,Helmet Worn,1
516,2001,Central,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,2
517,2001,Central,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,13
518,2001,Central,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,3
519,2001,Central,Minor injury,40 to 49,Male,Vehicle Occupant,Unrestrained,2
520,2001,Central,Minor injury,50 to 59,Male,Bicyclist,Helmet Worn,3
521,2001,Central,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,1
522,2001,Central,Minor injury,50 to 59,Male,Vehicle Occupant,Not applicable,1
523,2001,Central,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,18
524,2001,Central,Minor injury,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,1
525,2001,Central,Minor injury,50 to 59,Male,Vehicle Occupant,Unrestrained,1
526,2001,Central,Minor injury,60 to 74,Male,Bicyclist,Helmet Worn,1
527,2001,Central,Minor injury,60 to 74,Male,Motorcyclist,Helmet Worn,1
528,2001,Central,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,8
529,2001,Central,Minor injury,60 to 74,Male,Vehicle Occupant,Unrestrained,1
530,2001,Central,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,5
531,2001,Central,Minor injury,Unknown,Male,Bicyclist,Helmet Use Not determined,1
532,2001,Far Northern,Fatality,0 to 16,Female,Vehicle Occupant,Unrestrained,1
533,2001,Far Northern,Fatality,40 to 49,Female,Vehicle Occupant,Restrained,1
534,2001,Far Northern,Fatality,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
535,2001,Far Northern,Fatality,50 to 59,Female,Bicyclist,Helmet Worn,1
536,2001,Far Northern,Fatality,50 to 59,Female,Vehicle Occupant,Unrestrained,1
537,2001,Far Northern,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,1
538,2001,Far Northern,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,2
539,2001,Far Northern,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,1
540,2001,Far Northern,Fatality,17 to 24,Male,Vehicle Occupant,Unrestrained,2
541,2001,Far Northern,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,2
542,2001,Far Northern,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,1
543,2001,Far Northern,Fatality,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,1
544,2001,Far Northern,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,1
545,2001,Far Northern,Fatality,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,2
546,2001,Far Northern,Fatality,60 to 74,Male,Vehicle Occupant,Unrestrained,1
547,2001,Far Northern,Fatality,75 and over,Male,Vehicle Occupant,Restrained,1
548,2001,Far Northern,Hospitalised,0 to 16,Female,Bicyclist,Helmet Not Worn,1
549,2001,Far Northern,Hospitalised,0 to 16,Female,Motorcyclist,Helmet Worn,1
550,2001,Far Northern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,13
551,2001,Far Northern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,3
552,2001,Far Northern,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,3
553,2001,Far Northern,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,1
554,2001,Far Northern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,12
555,2001,Far Northern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,5
556,2001,Far Northern,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,4
557,2001,Far Northern,Hospitalised,25 to 29,Female,Bicyclist,Helmet Not Worn,1
