Crash_ID,Crash_Year,Crash_Severity,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Involving_Male_Driver_x,Involving_Female_Driver_x,Involving_Senior_Driver_60plus_x,Involving_Provisional_Driver_x,Involving_Overseas_Licensed_Driver_x,Involving_Young_Driver_16-24_x,Involving_Unlicensed_Driver_x,Primary_Reason_ID,Driver_Category_ID,Location_ID,Primary_Reason,Driver_Category,Location,Involving_Male_Driver_y,Involving_Female_Driver_y,Involving_Young_Driver_16-24_y,Involving_Senior_Driver_60plus_y,Involving_Provisional_Driver_y,Involving_Overseas_Licensed_Driver_y,Involving_Unlicensed_Driver_y,Count_Casualty_Fatality,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Count,Impact_Score
104,2001,Minor injury,3,0,0,0,5,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,4,7,2,Fatigued Driver,OverseasLicensed ,Far Northern,Yes,Yes,No,Yes,No,Yes,No,0,Hospitalised,60 to 74,Male,Vehicle Occupant,21,21
105,2001,Minor injury,1,0,0,0,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4,4,2,Fatigued Driver,Provisional,Far Northern,Yes,Yes,No,Yes,Yes,No,No,0,Hospitalised,60 to 74,Male,Vehicle Occupant,8,8
106,2001,Minor injury,4,0,0,0,5,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,2,5,2,Driver Speed,Young_driver,Far Northern,Yes,Yes,Yes,No,No,No,No,0,Hospitalised,60 to 74,Male,Vehicle Occupant,3,3
107,2001,Minor injury,1,0,0,0,2,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,2,3,2,Driver Speed,Unlicensed,Far Northern,Yes,Yes,Yes,No,No,No,Yes,0,Hospitalised,75 and over,Male,Vehicle Occupant,13,13
108,2001,Minor injury,10,0,0,0,10,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,3,7,2,Drink Driving,OverseasLicensed ,Far Northern,Yes,Yes,Yes,No,No,Yes,No,0,Hospitalised,75 and over,Male,Vehicle Occupant,1,1
109,2001,Minor injury,4,0,0,0,6,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,3,3,2,Drink Driving,Unlicensed,Far Northern,Yes,Yes,Yes,No,No,Yes,Yes,0,Hospitalised,75 and over,Male,Vehicle Occupant,1,1
110,2001,Property damage only,463,0,0,0,0,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,0,4,2,Other Reasons,Provisional,Far Northern,Yes,Yes,Yes,No,Yes,No,No,0,Hospitalised,Unknown,Male,Motorcyclist,1,1
111,2001,Property damage only,21,0,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,1,3,2,Defective Vehicle,Unlicensed,Far Northern,Yes,Yes,Yes,No,Yes,No,Yes,0,Hospitalised,Unknown,Male,Vehicle Occupant,1,1
112,2001,Property damage only,12,0,0,0,0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,4,4,2,Fatigued Driver,Provisional,Far Northern,Yes,Yes,Yes,No,Yes,Yes,No,0,Hospitalised,Unknown,Unknown,Vehicle Occupant,1,1
113,2001,Property damage only,30,0,0,0,0,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,2,2,2,Driver Speed,Senior,Far Northern,Yes,Yes,Yes,Yes,No,No,No,0,Medically treated,0 to 16,Female,Bicyclist,1,1
114,2001,Property damage only,2,0,0,0,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,3,2,Driver Speed,Unlicensed,Far Northern,Yes,Yes,Yes,Yes,No,No,Yes,0,Medically treated,0 to 16,Female,Bicyclist,2,2
115,2001,Property damage only,29,0,0,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,3,4,2,Drink Driving,Provisional,Far Northern,Yes,Yes,Yes,Yes,Yes,No,No,0,Medically treated,0 to 16,Female,Vehicle Occupant,57,57
116,2001,Property damage only,2,0,0,0,0,Yes,No,No,Yes,No,No,No,No,No,No,No,3,0,2,Drink Driving,NotCategorised,Far Northern,No,No,No,No,No,No,No,0,Medically treated,0 to 16,Female,Vehicle Occupant,5,5
117,2001,Property damage only,1,0,0,0,0,Yes,No,Yes,No,No,Yes,No,No,No,No,No,3,1,2,Drink Driving,Female,Far Northern,No,Yes,No,No,No,No,No,0,Medically treated,0 to 16,Female,Vehicle Occupant,1,1
118,2001,Property damage only,3,0,0,0,0,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,3,3,2,Drink Driving,Unlicensed,Far Northern,No,Yes,No,No,No,No,Yes,0,Medically treated,17 to 24,Female,Bicyclist,9,9
119,2001,Fatal,44,48,18,8,4,No,No,No,No,No,Yes,No,No,Yes,No,No,0,7,3,Other Reasons,OverseasLicensed ,North Coast,No,Yes,No,No,No,Yes,No,0,Medically treated,17 to 24,Female,Motorcyclist,4,4
120,2001,Fatal,2,2,3,0,0,No,No,Yes,No,No,Yes,No,Yes,No,No,No,4,4,3,Fatigued Driver,Provisional,North Coast,No,Yes,No,No,Yes,No,No,0,Medically treated,17 to 24,Female,Vehicle Occupant,290,290
121,2001,Fatal,4,4,0,0,0,No,Yes,No,No,No,Yes,Yes,No,No,No,No,2,2,3,Driver Speed,Senior,North Coast,No,Yes,No,Yes,No,No,No,0,Medically treated,17 to 24,Female,Vehicle Occupant,34,34
122,2001,Fatal,13,13,11,4,0,Yes,No,No,No,No,Yes,No,No,No,Yes,No,3,5,3,Drink Driving,Young_driver,North Coast,No,Yes,Yes,No,No,No,No,0,Medically treated,17 to 24,Female,Vehicle Occupant,6,6
123,2001,Fatal,2,2,1,0,0,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,No,Yes,Yes,No,No,No,Yes,0,Medically treated,25 to 29,Female,Bicyclist,3,3
124,2001,Hospitalisation,576,0,720,91,39,No,No,No,No,No,Yes,No,No,Yes,Yes,No,0,7,3,Other Reasons,OverseasLicensed ,North Coast,No,Yes,Yes,No,No,Yes,No,0,Medically treated,25 to 29,Female,Motorcyclist,2,2
125,2001,Hospitalisation,16,0,19,0,1,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,1,4,3,Defective Vehicle,Provisional,North Coast,No,Yes,Yes,No,Yes,No,No,0,Medically treated,25 to 29,Female,Vehicle Occupant,144,144
126,2001,Hospitalisation,37,0,42,2,1,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,4,2,3,Fatigued Driver,Senior,North Coast,No,Yes,Yes,Yes,No,No,No,0,Medically treated,25 to 29,Female,Vehicle Occupant,14,14
127,2001,Hospitalisation,40,0,54,10,3,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,2,4,3,Driver Speed,Provisional,North Coast,No,Yes,Yes,Yes,Yes,No,No,0,Medically treated,25 to 29,Female,Vehicle Occupant,3,3
128,2001,Hospitalisation,2,0,3,1,0,No,Yes,Yes,No,Yes,No,No,No,No,No,No,2,6,3,Driver Speed,Male,North Coast,Yes,No,No,No,No,No,No,0,Medically treated,30 to 39,Female,Bicyclist,1,1
129,2001,Hospitalisation,63,0,89,10,6,Yes,No,No,No,Yes,No,No,No,No,No,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,Yes,No,No,No,No,No,Yes,0,Medically treated,30 to 39,Female,Bicyclist,4,4
130,2001,Hospitalisation,12,0,18,0,0,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,3,7,3,Drink Driving,OverseasLicensed ,North Coast,Yes,No,No,No,No,Yes,No,0,Medically treated,30 to 39,Female,Motorcyclist,6,6
131,2001,Medical treatment,939,0,0,1160,94,No,No,No,No,Yes,No,No,Yes,No,No,No,0,4,3,Other Reasons,Provisional,North Coast,Yes,No,No,No,Yes,No,No,0,Medically treated,30 to 39,Female,Vehicle Occupant,240,240
132,2001,Medical treatment,20,0,0,23,1,No,No,No,Yes,Yes,No,Yes,No,No,No,No,1,2,3,Defective Vehicle,Senior,North Coast,Yes,No,No,Yes,No,No,No,0,Medically treated,30 to 39,Female,Vehicle Occupant,23,23
133,2001,Medical treatment,21,0,0,27,2,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,4,7,3,Fatigued Driver,OverseasLicensed ,North Coast,Yes,No,No,Yes,No,Yes,No,0,Medically treated,30 to 39,Female,Vehicle Occupant,9,9
134,2001,Medical treatment,25,0,0,39,0,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,2,4,3,Driver Speed,Provisional,North Coast,Yes,No,No,Yes,Yes,No,No,0,Medically treated,40 to 49,Female,Bicyclist,3,3
135,2001,Medical treatment,1,0,0,1,0,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,2,5,3,Driver Speed,Young_driver,North Coast,Yes,No,Yes,No,No,No,No,0,Medically treated,40 to 49,Female,Motorcyclist,3,3
136,2001,Medical treatment,1,0,0,1,0,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,Yes,No,Yes,No,No,No,Yes,0,Medically treated,40 to 49,Female,Vehicle Occupant,168,168
137,2001,Medical treatment,50,0,0,65,5,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,3,7,3,Drink Driving,OverseasLicensed ,North Coast,Yes,No,Yes,No,No,Yes,No,0,Medically treated,40 to 49,Female,Vehicle Occupant,15,15
138,2001,Medical treatment,1,0,0,2,1,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,3,4,3,Drink Driving,Provisional,North Coast,Yes,No,Yes,No,Yes,No,No,0,Medically treated,40 to 49,Female,Vehicle Occupant,3,3
139,2001,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,Yes,No,Yes,No,Yes,No,Yes,0,Medically treated,50 to 59,Female,Bicyclist,1,1
140,2001,Medical treatment,11,0,0,13,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,3,4,3,Drink Driving,Provisional,North Coast,Yes,No,Yes,No,Yes,Yes,No,0,Medically treated,50 to 59,Female,Motorcyclist,1,1
141,2001,Minor injury,443,0,0,0,525,No,No,No,No,Yes,No,Yes,No,No,Yes,No,0,2,3,Other Reasons,Senior,North Coast,Yes,No,Yes,Yes,No,No,No,0,Medically treated,50 to 59,Female,Vehicle Occupant,122,122
142,2001,Minor injury,15,0,0,0,18,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1,3,3,Defective Vehicle,Unlicensed,North Coast,Yes,No,Yes,Yes,No,Yes,Yes,0,Medically treated,50 to 59,Female,Vehicle Occupant,12,12
143,2001,Minor injury,7,0,0,0,9,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,4,4,3,Fatigued Driver,Provisional,North Coast,Yes,No,Yes,Yes,Yes,No,No,0,Medically treated,50 to 59,Female,Vehicle Occupant,4,4
144,2001,Minor injury,1,0,0,0,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,4,1,3,Fatigued Driver,Female,North Coast,Yes,Yes,No,No,No,No,No,0,Medically treated,60 to 74,Female,Bicyclist,1,1
145,2001,Minor injury,12,0,0,0,13,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,Yes,Yes,No,No,No,No,Yes,0,Medically treated,60 to 74,Female,Vehicle Occupant,56,56
146,2001,Minor injury,2,0,0,0,2,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,7,3,Driver Speed,OverseasLicensed ,North Coast,Yes,Yes,No,No,No,Yes,No,0,Medically treated,60 to 74,Female,Vehicle Occupant,7,7
147,2001,Minor injury,24,0,0,0,27,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,3,4,3,Drink Driving,Provisional,North Coast,Yes,Yes,No,No,Yes,No,No,0,Medically treated,60 to 74,Female,Vehicle Occupant,4,4
148,2001,Minor injury,2,0,0,0,2,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,3,2,3,Drink Driving,Senior,North Coast,Yes,Yes,No,Yes,No,No,No,0,Medically treated,75 and over,Female,Vehicle Occupant,29,29
149,2001,Minor injury,2,0,0,0,2,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,Yes,Yes,No,Yes,No,No,Yes,0,Medically treated,75 and over,Female,Vehicle Occupant,1,1
150,2001,Property damage only,1271,0,0,0,0,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,0,7,3,Other Reasons,OverseasLicensed ,North Coast,Yes,Yes,No,Yes,No,Yes,No,0,Medically treated,75 and over,Female,Vehicle Occupant,2,2
151,2001,Property damage only,64,0,0,0,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,4,3,Defective Vehicle,Provisional,North Coast,Yes,Yes,No,Yes,Yes,No,No,0,Medically treated,Unknown,Female,Motorcyclist,1,1
152,2001,Property damage only,25,0,0,0,0,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,4,5,3,Fatigued Driver,Young_driver,North Coast,Yes,Yes,Yes,No,No,No,No,0,Medically treated,Unknown,Female,Vehicle Occupant,4,4
153,2001,Property damage only,68,0,0,0,0,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,Yes,Yes,Yes,No,No,No,Yes,0,Medically treated,Unknown,Female,Vehicle Occupant,3,3
154,2001,Property damage only,4,0,0,0,0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,2,7,3,Driver Speed,OverseasLicensed ,North Coast,Yes,Yes,Yes,No,No,Yes,No,0,Medically treated,0 to 16,Male,Bicyclist,2,2
155,2001,Property damage only,2,0,0,0,0,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,2,4,3,Driver Speed,Provisional,North Coast,Yes,Yes,Yes,No,Yes,No,No,0,Medically treated,0 to 16,Male,Bicyclist,2,2
156,2001,Property damage only,81,0,0,0,0,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,Yes,Yes,Yes,No,Yes,No,Yes,0,Medically treated,0 to 16,Male,Bicyclist,10,10
157,2001,Property damage only,3,0,0,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,4,3,Drink Driving,Provisional,North Coast,Yes,Yes,Yes,No,Yes,Yes,No,0,Medically treated,0 to 16,Male,Motorcyclist,1,1
158,2001,Property damage only,3,0,0,0,0,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,3,2,3,Drink Driving,Senior,North Coast,Yes,Yes,Yes,Yes,No,No,No,0,Medically treated,0 to 16,Male,Vehicle Occupant,38,38
159,2001,Property damage only,14,0,0,0,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,Yes,Yes,Yes,Yes,No,No,Yes,0,Medically treated,0 to 16,Male,Vehicle Occupant,7,7
160,2001,Fatal,10,12,2,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,4,4,Other Reasons,Provisional,Northern,Yes,Yes,Yes,Yes,Yes,No,No,0,Medically treated,0 to 16,Male,Vehicle Occupant,2,2
161,2001,Fatal,4,4,4,0,0,No,Yes,No,No,No,No,No,No,No,No,No,2,0,4,Driver Speed,NotCategorised,Northern,No,No,No,No,No,No,No,0,Medically treated,17 to 24,Male,Bicyclist,4,4
162,2001,Fatal,1,1,2,0,0,Yes,No,No,No,No,Yes,No,No,No,No,No,3,1,4,Drink Driving,Female,Northern,No,Yes,No,No,No,No,No,0,Medically treated,17 to 24,Male,Bicyclist,18,18
163,2001,Fatal,1,1,0,0,0,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,3,3,4,Drink Driving,Unlicensed,Northern,No,Yes,No,No,No,No,Yes,0,Medically treated,17 to 24,Male,Motorcyclist,1,1
164,2001,Fatal,1,1,0,0,0,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,3,7,4,Drink Driving,OverseasLicensed ,Northern,No,Yes,No,No,No,Yes,No,0,Medically treated,17 to 24,Male,Motorcyclist,1,1
165,2001,Hospitalisation,189,0,222,10,7,No,No,No,No,No,Yes,No,Yes,No,No,No,0,4,4,Other Reasons,Provisional,Northern,No,Yes,No,No,Yes,No,No,0,Medically treated,17 to 24,Male,Motorcyclist,29,29
166,2001,Hospitalisation,12,0,14,3,2,No,No,No,Yes,No,Yes,Yes,No,No,No,No,1,2,4,Defective Vehicle,Senior,Northern,No,Yes,No,Yes,No,No,No,0,Medically treated,17 to 24,Male,Vehicle Occupant,208,208
167,2001,Hospitalisation,9,0,14,1,0,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,4,3,4,Fatigued Driver,Unlicensed,Northern,No,Yes,No,Yes,No,No,Yes,0,Medically treated,17 to 24,Male,Vehicle Occupant,34,34
168,2001,Hospitalisation,14,0,21,0,1,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,2,7,4,Driver Speed,OverseasLicensed ,Northern,No,Yes,No,Yes,No,Yes,No,0,Medically treated,17 to 24,Male,Vehicle Occupant,4,4
169,2001,Hospitalisation,2,0,3,0,1,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,2,5,4,Driver Speed,Young_driver,Northern,No,Yes,Yes,No,No,No,No,0,Medically treated,25 to 29,Male,Bicyclist,13,13
170,2001,Hospitalisation,21,0,23,6,0,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,3,3,4,Drink Driving,Unlicensed,Northern,No,Yes,Yes,No,No,No,Yes,0,Medically treated,25 to 29,Male,Motorcyclist,1,1
171,2001,Hospitalisation,1,0,1,0,0,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,3,7,4,Drink Driving,OverseasLicensed ,Northern,No,Yes,Yes,No,No,Yes,No,0,Medically treated,25 to 29,Male,Motorcyclist,2,2
172,2001,Hospitalisation,3,0,4,4,0,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,3,4,4,Drink Driving,Provisional,Northern,No,Yes,Yes,No,Yes,No,No,0,Medically treated,25 to 29,Male,Motorcyclist,25,25
173,2001,Medical treatment,243,0,0,302,17,No,No,No,No,No,Yes,Yes,No,No,Yes,No,0,2,4,Other Reasons,Senior,Northern,No,Yes,Yes,Yes,No,No,No,0,Medically treated,25 to 29,Male,Vehicle Occupant,1,1
174,2001,Medical treatment,4,0,0,5,0,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,4,4,Defective Vehicle,Provisional,Northern,No,Yes,Yes,Yes,Yes,No,No,0,Medically treated,25 to 29,Male,Vehicle Occupant,95,95
175,2001,Medical treatment,1,0,0,1,0,No,No,Yes,No,Yes,No,No,No,No,No,No,4,6,4,Fatigued Driver,Male,Northern,Yes,No,No,No,No,No,No,0,Medically treated,25 to 29,Male,Vehicle Occupant,23,23
176,2001,Medical treatment,7,0,0,9,0,No,Yes,No,No,Yes,No,No,No,No,No,Yes,2,3,4,Driver Speed,Unlicensed,Northern,Yes,No,No,No,No,No,Yes,0,Medically treated,25 to 29,Male,Vehicle Occupant,6,6
177,2001,Medical treatment,1,0,0,1,0,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,2,7,4,Driver Speed,OverseasLicensed ,Northern,Yes,No,No,No,No,Yes,No,0,Medically treated,30 to 39,Male,Bicyclist,28,28
178,2001,Medical treatment,11,0,0,14,0,Yes,No,No,No,Yes,No,No,Yes,No,No,No,3,4,4,Drink Driving,Provisional,Northern,Yes,No,No,No,Yes,No,No,0,Medically treated,30 to 39,Male,Motorcyclist,1,1
179,2001,Medical treatment,2,0,0,2,0,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,3,2,4,Drink Driving,Senior,Northern,Yes,No,No,Yes,No,No,No,0,Medically treated,30 to 39,Male,Motorcyclist,3,3
180,2001,Minor injury,131,0,0,0,163,No,No,No,No,Yes,No,Yes,No,No,No,Yes,0,3,4,Other Reasons,Unlicensed,Northern,Yes,No,No,Yes,No,No,Yes,0,Medically treated,30 to 39,Male,Motorcyclist,48,48
181,2001,Minor injury,1,0,0,0,2,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,1,7,4,Defective Vehicle,OverseasLicensed ,Northern,Yes,No,No,Yes,No,Yes,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,2,2
182,2001,Minor injury,2,0,0,0,3,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,4,4,4,Fatigued Driver,Provisional,Northern,Yes,No,No,Yes,Yes,No,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,156,156
183,2001,Minor injury,1,0,0,0,1,No,Yes,No,No,Yes,No,No,No,No,Yes,No,2,5,4,Driver Speed,Young_driver,Northern,Yes,No,Yes,No,No,No,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,22,22
184,2001,Minor injury,4,0,0,0,4,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,3,3,4,Drink Driving,Unlicensed,Northern,Yes,No,Yes,No,No,No,Yes,0,Medically treated,30 to 39,Male,Vehicle Occupant,6,6
185,2001,Minor injury,2,0,0,0,2,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,3,7,4,Drink Driving,OverseasLicensed ,Northern,Yes,No,Yes,No,No,Yes,No,0,Medically treated,40 to 49,Male,Bicyclist,8,8
186,2001,Property damage only,390,0,0,0,0,No,No,No,No,Yes,No,No,Yes,No,Yes,No,0,4,4,Other Reasons,Provisional,Northern,Yes,No,Yes,No,Yes,No,No,0,Medically treated,40 to 49,Male,Motorcyclist,1,1
187,2001,Property damage only,14,0,0,0,0,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,1,3,4,Defective Vehicle,Unlicensed,Northern,Yes,No,Yes,No,Yes,No,Yes,0,Medically treated,40 to 49,Male,Motorcyclist,26,26
188,2001,Property damage only,3,0,0,0,0,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,4,4,4,Fatigued Driver,Provisional,Northern,Yes,No,Yes,No,Yes,Yes,No,0,Medically treated,40 to 49,Male,Vehicle Occupant,105,105
189,2001,Property damage only,22,0,0,0,0,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,2,2,4,Driver Speed,Senior,Northern,Yes,No,Yes,Yes,No,No,No,0,Medically treated,40 to 49,Male,Vehicle Occupant,23,23
190,2001,Property damage only,1,0,0,0,0,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,2,3,4,Driver Speed,Unlicensed,Northern,Yes,No,Yes,Yes,No,No,Yes,0,Medically treated,40 to 49,Male,Vehicle Occupant,4,4
191,2001,Property damage only,31,0,0,0,0,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,3,4,4,Drink Driving,Provisional,Northern,Yes,No,Yes,Yes,Yes,No,No,0,Medically treated,50 to 59,Male,Bicyclist,3,3
192,2001,Property damage only,4,0,0,0,0,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,3,1,4,Drink Driving,Female,Northern,Yes,Yes,No,No,No,No,No,0,Medically treated,50 to 59,Male,Motorcyclist,10,10
193,2001,Fatal,28,29,24,5,2,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,3,5,Other Reasons,Unlicensed,South Eastern,Yes,Yes,No,No,No,No,Yes,0,Medically treated,50 to 59,Male,Vehicle Occupant,2,2
194,2001,Fatal,1,1,1,4,0,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,4,7,5,Fatigued Driver,OverseasLicensed ,South Eastern,Yes,Yes,No,No,No,Yes,No,0,Medically treated,50 to 59,Male,Vehicle Occupant,78,78
195,2001,Fatal,4,4,1,3,0,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,4,5,Driver Speed,Provisional,South Eastern,Yes,Yes,No,No,Yes,No,No,0,Medically treated,50 to 59,Male,Vehicle Occupant,15,15
196,2001,Fatal,7,7,4,1,0,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,3,2,5,Drink Driving,Senior,South Eastern,Yes,Yes,No,Yes,No,No,No,0,Medically treated,50 to 59,Male,Vehicle Occupant,4,4
197,2001,Fatal,2,2,2,0,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,3,3,5,Drink Driving,Unlicensed,South Eastern,Yes,Yes,No,Yes,No,No,Yes,0,Medically treated,60 to 74,Male,Bicyclist,1,1
198,2001,Fatal,1,1,0,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,3,7,5,Drink Driving,OverseasLicensed ,South Eastern,Yes,Yes,No,Yes,No,Yes,No,0,Medically treated,60 to 74,Male,Motorcyclist,2,2
199,2001,Hospitalisation,635,0,778,100,49,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,0,4,5,Other Reasons,Provisional,South Eastern,Yes,Yes,No,Yes,Yes,No,No,0,Medically treated,60 to 74,Male,Vehicle Occupant,52,52
200,2001,Hospitalisation,17,0,21,3,0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,1,5,5,Defective Vehicle,Young_driver,South Eastern,Yes,Yes,Yes,No,No,No,No,0,Medically treated,60 to 74,Male,Vehicle Occupant,7,7
201,2001,Hospitalisation,11,0,13,1,1,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,4,3,5,Fatigued Driver,Unlicensed,South Eastern,Yes,Yes,Yes,No,No,No,Yes,0,Medically treated,60 to 74,Male,Vehicle Occupant,4,4
202,2001,Hospitalisation,44,0,66,3,5,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,2,7,5,Driver Speed,OverseasLicensed ,South Eastern,Yes,Yes,Yes,No,No,Yes,No,0,Medically treated,75 and over,Male,Vehicle Occupant,18,18
203,2001,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,2,4,5,Driver Speed,Provisional,South Eastern,Yes,Yes,Yes,No,Yes,No,No,0,Medically treated,75 and over,Male,Vehicle Occupant,3,3
204,2001,Hospitalisation,57,0,66,6,5,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,5,Drink Driving,Unlicensed,South Eastern,Yes,Yes,Yes,No,Yes,No,Yes,0,Medically treated,Unknown,Male,Bicyclist,1,1
205,2001,Hospitalisation,1,0,4,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,4,5,Drink Driving,Provisional,South Eastern,Yes,Yes,Yes,No,Yes,Yes,No,0,Medically treated,Unknown,Male,Vehicle Occupant,2,2
206,2001,Hospitalisation,13,0,18,0,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,3,2,5,Drink Driving,Senior,South Eastern,Yes,Yes,Yes,Yes,No,No,No,0,Medically treated,Unknown,Male,Vehicle Occupant,4,4
207,2001,Medical treatment,1012,0,0,1267,81,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,0,3,5,Other Reasons,Unlicensed,South Eastern,Yes,Yes,Yes,Yes,No,No,Yes,0,Medically treated,Unknown,Male,Vehicle Occupant,1,1
208,2001,Medical treatment,21,0,0,23,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1,7,5,Defective Vehicle,OverseasLicensed ,South Eastern,Yes,Yes,Yes,Yes,No,Yes,No,0,Medically treated,Unknown,Unknown,Vehicle Occupant,1,1
209,2001,Medical treatment,9,0,0,9,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,4,4,5,Fatigued Driver,Provisional,South Eastern,Yes,Yes,Yes,Yes,Yes,No,No,0,Medically treated,Unknown,Unknown,Vehicle Occupant,5,5
